"County","Race","Candidate","Party","Votes","PercentageOfTotalVotes","JurisdictionName"
"Grays Harbor","CONGRESSIONAL DISTRICT 6 U.S. Representative","Drew C MacEwen","(Prefers Republican Party)","19752","54.2757","Congressional"
"Grays Harbor","CONGRESSIONAL DISTRICT 6 U.S. Representative","WRITE-IN"," ","117","0.3215","Congressional"
"Grays Harbor","Washington State Governor","Bob Ferguson","(Prefers Democratic Party)","16558","44.268","State Executive"
"Grays Harbor","Washington State Governor","Dave Reichert","(Prefers Republican Party)","20740","55.4486","State Executive"
"Grays Harbor","Washington State Governor","WRITE-IN"," ","106","0.2834","State Executive"
"Grays Harbor","Washington State Lt. Governor","Denny Heck","(Prefers Democratic Party)","16629","45.1286","State Executive"
"Grays Harbor","Washington State Lt. Governor","Dan Matthews","(Prefers Republican Party)","20162","54.7167","State Executive"
"Grays Harbor","Washington State Lt. Governor","WRITE-IN"," ","57","0.1547","State Executive"
"Grays Harbor","Washington State Secretary of State","Steve Hobbs","(Prefers Democratic Party)","17302","47.4639","State Executive"
"Grays Harbor","Washington State Secretary of State","Dale Whitaker","(Prefers Republican Party)","19113","52.4319","State Executive"
"Grays Harbor","Washington State Secretary of State","WRITE-IN"," ","38","0.1042","State Executive"
"Grays Harbor","Washington State State Treasurer","Mike Pellicciotti","(Prefers Democratic Party)","16689","46.0501","State Executive"
"Grays Harbor","Washington State State Treasurer","Sharon Hanek","(Prefers Republican Party)","19517","53.8534","State Executive"
"Grays Harbor","Washington State State Treasurer","WRITE-IN"," ","35","0.0966","State Executive"
"Grays Harbor","Washington State State Auditor","Pat (Patrice) McCarthy","(Prefers Democratic Party)","16878","46.703","State Executive"
"Grays Harbor","Washington State State Auditor","Matt Hawkins","(Prefers Republican Party)","19228","53.2057","State Executive"
"Grays Harbor","Washington State State Auditor","WRITE-IN"," ","33","0.0913","State Executive"
"Grays Harbor","Washington State Attorney General","Pete Serrano","(Prefers Republican Party)","19866","54.658","State Executive"
"Grays Harbor","Washington State Attorney General","Nick Brown","(Prefers Democratic Party)","16445","45.2457","State Executive"
"Grays Harbor","Washington State Attorney General","WRITE-IN"," ","35","0.0963","State Executive"
"Grays Harbor","Washington State Commissioner of Public Lands","Jaime Herrera Beutler","(Prefers Republican Party)","20997","58.0236","State Executive"
"Grays Harbor","Washington State Commissioner of Public Lands","Dave Upthegrove","(Prefers Democratic Party)","15110","41.7553","State Executive"
"Grays Harbor","Washington State Commissioner of Public Lands","WRITE-IN"," ","80","0.2211","State Executive"
"Grays Harbor","Washington State Superintendent of Public Instruction","Chris Reykdal"," ","13678","43.7738","State Executive"
"Grays Harbor","Washington State Superintendent of Public Instruction","David Olson"," ","17369","55.5861","State Executive"
"Grays Harbor","Washington State Superintendent of Public Instruction","WRITE-IN"," ","200","0.6401","State Executive"
"Grays Harbor","Washington State Insurance Commissioner","Patty Kuderer","(Prefers Democratic Party)","16373","45.7449","State Executive"
"Grays Harbor","Washington State Insurance Commissioner","Phil Fortunato","(Prefers Republican Party)","19364","54.1015","State Executive"
"Grays Harbor","Washington State Insurance Commissioner","WRITE-IN"," ","55","0.1537","State Executive"
"Grays Harbor","Legislative District 19 State Senator","Jeff Wilson","(Prefers Republican Party)","6630","57.1798","Legislative"
"Grays Harbor","Legislative District 19 State Senator","Andi Day","(Prefers Democratic Party)","4958","42.7598","Legislative"
"Grays Harbor","Legislative District 19 State Senator","WRITE-IN"," ","7","0.0604","Legislative"
"Grays Harbor","Legislative District 19 State Representative Pos. 1","Jim Walsh","(Prefers Republican Party)","6647","56.2447","Legislative"
"Grays Harbor","Legislative District 19 State Representative Pos. 1","Mike Coverdale","(Prefers Democratic Party)","5156","43.6284","Legislative"
"Grays Harbor","Legislative District 19 State Representative Pos. 1","WRITE-IN"," ","15","0.1269","Legislative"
"Grays Harbor","Legislative District 19 State Representative Pos. 2","Joel McEntire","(Prefers Republican Party)","6803","58.6516","Legislative"
"Grays Harbor","Legislative District 19 State Representative Pos. 2","Terry Carlson","(Prefers Democratic Party)","4785","41.2536","Legislative"
"Grays Harbor","Legislative District 19 State Representative Pos. 2","WRITE-IN"," ","11","0.0948","Legislative"
"Grays Harbor","LEGISLATIVE DISTRICT 24 State Senator","Mike Chapman","(Prefers Democratic Party)","11245","45.9674","Legislative"
"Grays Harbor","LEGISLATIVE DISTRICT 24 State Senator","Marcia Kelbon","(Prefers Republican Party)","13164","53.8119","Legislative"
"Grays Harbor","LEGISLATIVE DISTRICT 24 State Senator","WRITE-IN"," ","54","0.2207","Legislative"
"Grays Harbor","LEGISLATIVE DISTRICT 24 State Representative Pos. 1","Adam Bernbaum","(Prefers Democratic Party)","11090","45.3876","Legislative"
"Grays Harbor","LEGISLATIVE DISTRICT 24 State Representative Pos. 1","Matthew (Matt) Roberson","(Prefers Republican Party)","13293","54.4037","Legislative"
"Grays Harbor","LEGISLATIVE DISTRICT 24 State Representative Pos. 1","WRITE-IN"," ","51","0.2087","Legislative"
"Grays Harbor","LEGISLATIVE DISTRICT 24 State Representative Pos. 2","Steve Tharinger","(Prefers Democratic Party)","11169","45.6941","Legislative"
"Grays Harbor","LEGISLATIVE DISTRICT 24 State Representative Pos. 2","Terry Roberts","(Prefers Republican Party)","13231","54.13","Legislative"
"Grays Harbor","LEGISLATIVE DISTRICT 24 State Representative Pos. 2","WRITE-IN"," ","43","0.1759","Legislative"
"Grays Harbor","Grays Harbor Commissioner #1","Georgia A Miller","(Prefers Republican Party)","20175","55.7844","County"
"Grays Harbor","Grays Harbor Commissioner #1","Chris Thomas","(Prefers Democratic Party)","15956","44.1188","County"
"Grays Harbor","Grays Harbor Commissioner #1","WRITE-IN"," ","35","0.0968","County"
"Grays Harbor","Grays Harbor Commissioner #2","Brian E. Blake","(Prefers Democratic Party)","17826","49.3262","County"
"Grays Harbor","Grays Harbor Commissioner #2","Rick Hole","(Prefers Republican Party)","18262","50.5327","County"
"Grays Harbor","Grays Harbor Commissioner #2","WRITE-IN"," ","51","0.1411","County"
"Grays Harbor","SUPREME COURT Justice Position #02","Sal Mungia"," ","10693","34.7378","Judicial"
"Grays Harbor","SUPREME COURT Justice Position #02","Dave Larson"," ","19886","64.6027","Judicial"
"Grays Harbor","SUPREME COURT Justice Position #02","WRITE-IN"," ","203","0.6595","Judicial"
"Grays Harbor","SUPREME COURT Justice Position #08","Steve Gonzalez"," ","23604","98.0192","Judicial"
"Grays Harbor","SUPREME COURT Justice Position #08","WRITE-IN"," ","477","1.9808","Judicial"
"Grays Harbor","SUPREME COURT Justice Position #09","Sheryl Gordon McCloud"," ","23732","97.973","Judicial"
"Grays Harbor","SUPREME COURT Justice Position #09","WRITE-IN"," ","491","2.027","Judicial"
"Grays Harbor","COURT OF APPEALS, DIVISION 2, DISTRICT 2 Judge Position 2","Rebecca Glasgow"," ","23787","98.0624","Judicial"
"Grays Harbor","COURT OF APPEALS, DIVISION 2, DISTRICT 2 Judge Position 2","WRITE-IN"," ","470","1.9376","Judicial"
"Grays Harbor","GRAYS HARBOR SUPERIOR COURT Judge Position 1","Katie Svoboda"," ","24922","97.764","Judicial"
"Grays Harbor","GRAYS HARBOR SUPERIOR COURT Judge Position 1","WRITE-IN"," ","570","2.236","Judicial"
"Grays Harbor","GRAYS HARBOR SUPERIOR COURT Judge Position 2","Vini Samuel"," ","24174","97.2366","Judicial"
"Grays Harbor","GRAYS HARBOR SUPERIOR COURT Judge Position 2","WRITE-IN"," ","687","2.7634","Judicial"
"Grays Harbor","GRAYS HARBOR SUPERIOR COURT Judge Position 3","David Mistachkin"," ","14734","47.4464","Judicial"
"Grays Harbor","GRAYS HARBOR SUPERIOR COURT Judge Position 3","Steve Jackson"," ","16119","51.9064","Judicial"
"Grays Harbor","GRAYS HARBOR SUPERIOR COURT Judge Position 3","WRITE-IN"," ","201","0.6473","Judicial"
"Grays Harbor","PUD DISTRICT PUD Comm (1)","Arie M.  Callaghan"," ","24536","98.3446","Public Utility"
"Grays Harbor","PUD DISTRICT PUD Comm (1)","WRITE-IN"," ","413","1.6554","Public Utility"
"Grays Harbor","Fire District 7 Property Tax Levy for Fire Protection and EMS","Approved"," ","474","56.4286","Fire"
"Grays Harbor","Fire District 7 Property Tax Levy for Fire Protection and EMS","Rejected"," ","366","43.5714","Fire"
"Grays Harbor","Fire District 8 Property Tax Levy for Fire Protection and EMS","Approved"," ","166","43.342","Fire"
"Grays Harbor","Fire District 8 Property Tax Levy for Fire Protection and EMS","Rejected"," ","217","56.658","Fire"
"Island","Washington State Initiative Measure No. 2066","Yes"," ","25762","52.2397","State Executive"
"Island","Washington State Initiative Measure No. 2066","No"," ","23553","47.7603","State Executive"
"Island","Washington State Initiative Measure No. 2109","Yes"," ","18248","36.4566","State Executive"
"Island","Washington State Initiative Measure No. 2109","No"," ","31806","63.5434","State Executive"
"Island","Washington State Initiative Measure No. 2117","Yes"," ","19251","38.0733","State Executive"
"Island","Washington State Initiative Measure No. 2117","No"," ","31312","61.9267","State Executive"
"Island","Washington State Initiative Measure No. 2124","Yes"," ","21288","42.8089","State Executive"
"Island","Washington State Initiative Measure No. 2124","No"," ","28440","57.1911","State Executive"
"Island","United States President/Vice President","Kamala D. Harris / Tim Walz","Democratic Party Nominees","29595","56.4262","Federal"
"Island","United States President/Vice President","Donald J. Trump / JD Vance","Republican Party Nominees","20967","39.976","Federal"
"Island","United States President/Vice President","Robert F. Kennedy Jr. / Nicole Shanahan","We The People Party Nominees","874","1.6664","Federal"
"Island","United States President/Vice President","Jill Stein / Rudolph Ware","Green Party Nominees","237","0.4519","Federal"
"Island","United States President/Vice President","Claudia De la Cruz / Karina Garcia","Socialism and Liberation Party Nominees","64","0.122","Federal"
"Island","United States President/Vice President","Rachele Fruit / Dennis Richter","Socialist Workers Party Nominees","10","0.0191","Federal"
"Island","United States President/Vice President","Joseph Kishore / Jerry White","Socialist Equality Party Nominees","9","0.0172","Federal"
"Island","United States President/Vice President","Chase Oliver / Mike ter Maat","Libertarian Party Nominees","206","0.3928","Federal"
"Island","United States President/Vice President","Cornel West / Melina Abdullah","Justice For All Party Nominees","70","0.1335","Federal"
"Island","United States President/Vice President","Shiva Ayyadurai / Crystal Ellis","Independent Candidates","43","0.082","Federal"
"Island","United States President/Vice President","WRITE-IN"," ","374","0.7131","Federal"
"Island","United States U.S. Senator","Maria Cantwell","(Prefers Democratic Party)","29216","57.2784","Federal"
"Island","United States U.S. Senator","Dr Raul Garcia","(Prefers GOP Party)","21677","42.4981","Federal"
"Island","United States U.S. Senator","WRITE-IN"," ","114","0.2235","Federal"
"Island","Congressional District 2 U.S. Representative","Rick Larsen","(Prefers Democratic Party)","30936","60.297","Congressional"
"Island","Congressional District 2 U.S. Representative","Cody Hart","(Prefers MAGA Republican Party)","20234","39.4379","Congressional"
"Island","Congressional District 2 U.S. Representative","WRITE-IN"," ","136","0.2651","Congressional"
"Island","Washington State Governor","Bob Ferguson","(Prefers Democratic Party)","27931","53.9855","State Executive"
"Island","Washington State Governor","Dave Reichert","(Prefers Republican Party)","23677","45.7633","State Executive"
"Island","Washington State Governor","WRITE-IN"," ","130","0.2513","State Executive"
"Island","Washington State Lt. Governor","Denny Heck","(Prefers Democratic Party)","27581","54.1824","State Executive"
"Island","Washington State Lt. Governor","Dan Matthews","(Prefers Republican Party)","23266","45.7056","State Executive"
"Island","Washington State Lt. Governor","WRITE-IN"," ","57","0.112","State Executive"
"Island","Washington State Secretary of State","Steve Hobbs","(Prefers Democratic Party)","29108","57.306","State Executive"
"Island","Washington State Secretary of State","Dale Whitaker","(Prefers Republican Party)","21620","42.5641","State Executive"
"Island","Washington State Secretary of State","WRITE-IN"," ","66","0.1299","State Executive"
"Island","Washington State State Treasurer","Mike Pellicciotti","(Prefers Democratic Party)","27988","55.6698","State Executive"
"Island","Washington State State Treasurer","Sharon Hanek","(Prefers Republican Party)","22230","44.2168","State Executive"
"Island","Washington State State Treasurer","WRITE-IN"," ","57","0.1134","State Executive"
"Island","Washington State State Auditor","Pat (Patrice) McCarthy","(Prefers Democratic Party)","28362","56.3185","State Executive"
"Island","Washington State State Auditor","Matt Hawkins","(Prefers Republican Party)","21938","43.5624","State Executive"
"Island","Washington State State Auditor","WRITE-IN"," ","60","0.1191","State Executive"
"Island","Washington State Attorney General","Pete Serrano","(Prefers Republican Party)","22951","45.2825","State Executive"
"Island","Washington State Attorney General","Nick Brown","(Prefers Democratic Party)","27675","54.603","State Executive"
"Island","Washington State Attorney General","WRITE-IN"," ","58","0.1144","State Executive"
"Island","Washington State Commissioner of Public Lands","Jaime Herrera Beutler","(Prefers Republican Party)","24074","47.6685","State Executive"
"Island","Washington State Commissioner of Public Lands","Dave Upthegrove","(Prefers Democratic Party)","26330","52.1355","State Executive"
"Island","Washington State Commissioner of Public Lands","WRITE-IN"," ","99","0.196","State Executive"
"Island","Washington State Superintendent of Public Instruction","Chris Reykdal"," ","22821","52.4645","State Executive"
"Island","Washington State Superintendent of Public Instruction","David Olson"," ","20378","46.8481","State Executive"
